client_id,treatment,offer_id,treatment_date,offer_type,offer_category,cost,offer_AOV,channel,conversion,revenue_14d,recency_days,frequency_90d,monetary_90d,avg_order_value_lifetime,total_orders_lifetime,days_since_last_promo,discounts_used_90d,avg_discount_percent_90d,favorite_category,visited_category_14d,category_affinity_top1,is_mobile_user,city_tier,email_open_rate_30d,push_enabled,age,gender,price_segment,other
15514,1,2,2024-05-20,free_delivery,category_7,2.06,23.26,web,1,18.66,11,70,1577.52,23.26,99,35,2,12.9,category_7,category_7,0.47,1,3,0.95,0,39,F,budget,
15514,1,1,2024-01-23,discount_20,category_7,3.94,23.26,email,0,0.0,11,70,1577.52,23.26,72,9,6,20.3,category_7,category_7,0.78,0,3,0.04,1,66,F,budget,
13787,1,1,2024-03-23,discount_20,category_8,1.84,9.97,app,0,0.0,75,24,202.64,9.97,57,55,6,10.3,category_8,category_6,0.62,1,3,0.54,1,40,F,budget,
13787,1,1,2024-04-18,discount_20,category_8,1.72,9.97,web,0,0.0,75,24,202.64,9.97,56,1,4,22.9,category_8,category_8,0.65,1,3,0.66,1,25,F,budget,
13787,1,2,2024-03-15,free_delivery,category_8,2.5,9.97,app,0,0.0,75,24,202.64,9.97,50,21,0,18.8,category_8,category_1,0.55,1,3,0.25,0,24,M,budget,
17865,0,0,2024-05-08,discount_10,category_8,6.19,28.45,email,0,0.0,30,173,5431.32,28.45,181,15,8,17.2,category_8,category_8,0.48,0,3,0.06,1,45,M,budget,
17865,1,0,2024-03-28,discount_10,category_8,2.32,28.45,app,1,28.7,30,173,5431.32,28.45,185,34,1,15.5,category_8,category_0,0.57,1,3,0.08,1,43,M,budget,
17865,1,1,2024-02-23,discount_20,category_8,3.89,28.45,app,1,21.36,30,173,5431.32,28.45,202,46,3,9.3,category_8,category_4,0.7,1,3,0.74,1,39,M,budget,
17220,1,0,2024-03-29,discount_10,category_8,0.91,6.78,app,1,7.25,23,160,1025.85,6.78,175,39,9,17.3,category_8,category_8,0.63,1,3,0.37,1,45,F,budget,
17220,1,0,2024-05-22,discount_10,category_8,1.3,6.78,web,1,5.73,23,160,1025.85,6.78,185,47,9,19.5,category_8,category_8,0.79,1,3,0.56,1,67,M,budget,
17220,1,0,2024-03-05,discount_10,category_8,0.83,6.78,web,1,7.69,23,160,1025.85,6.78,164,10,1,5.2,category_8,category_8,0.86,0,3,0.32,1,43,M,budget,
17220,1,1,2024-03-16,discount_20,category_8,0.54,6.78,app,1,7.22,23,160,1025.85,6.78,186,55,0,12.3,category_8,category_8,0.52,1,3,0.81,1,53,M,budget,
17220,1,1,2024-05-22,discount_20,category_8,1.45,6.78,email,1,7.78,23,160,1025.85,6.78,174,42,0,21.6,category_8,category_8,0.43,0,3,0.09,1,52,M,budget,
16565,1,0,2024-05-28,discount_10,category_8,15.21,57.9,app,0,0.0,363,0,0.0,57.9,27,42,0,17.6,category_8,category_2,0.94,1,3,0.02,1,26,M,budget,
16565,1,2,2024-05-26,free_delivery,category_8,16.38,57.9,email,0,0.0,363,0,0.0,57.9,2,32,0,17.3,category_8,category_7,0.89,0,3,0.44,0,29,F,budget,
16873,1,2,2024-02-29,free_delivery,category_0,7.48,25.53,app,1,29.36,4,128,3252.15,25.53,128,33,8,9.6,category_0,category_0,0.55,1,3,0.4,1,30,M,budget,
16873,1,0,2024-04-02,discount_10,category_0,6.26,25.53,app,0,0.0,4,128,3252.15,25.53,128,51,0,17.6,category_0,category_0,0.49,1,3,0.02,1,35,M,budget,
14062,1,0,2024-06-09,discount_10,category_4,8.01,94.28,web,0,0.0,9,22,2663.060000000001,94.28,27,32,9,20.7,category_4,category_4,0.92,1,3,0.83,1,52,M,budget,
14062,1,1,2024-02-18,discount_20,category_4,24.82,94.28,app,0,0.0,9,22,2663.060000000001,94.28,32,18,5,13.0,category_4,category_4,0.53,0,3,0.54,1,19,M,budget,
18016,1,0,2024-02-04,discount_10,category_1,1.81,12.06,app,0,0.0,31,65,994.8,12.06,80,19,4,8.6,category_1,category_1,0.52,1,3,0.84,1,20,F,budget,
18016,1,0,2024-06-20,discount_10,category_1,2.8,12.06,web,0,0.0,31,65,994.8,12.06,97,9,2,6.5,category_1,category_1,0.46,1,3,0.46,1,54,M,budget,
14448,1,1,2024-04-11,discount_20,category_0,3.43,18.77,email,0,0.0,8,2,273.0,18.77,25,18,1,15.1,category_0,category_0,0.56,0,3,0.62,1,55,F,budget,
14448,1,0,2024-01-11,discount_10,category_0,4.83,18.77,web,0,0.0,8,2,273.0,18.77,33,52,1,18.7,category_0,category_0,0.86,1,3,0.03,1,62,F,budget,
15503,1,0,2024-04-08,discount_10,category_4,0.33,2.1,web,0,0.0,362,0,0.0,2.1,9,42,0,8.3,category_4,category_4,0.71,1,3,0.78,1,24,M,budget,
15503,0,0,2024-04-19,discount_10,category_4,0.14,2.1,web,0,0.0,362,0,0.0,2.1,24,11,0,13.4,category_4,category_4,0.45,1,3,0.06,0,53,M,budget,
15503,1,1,2024-03-14,discount_20,category_4,0.4,2.1,app,0,0.0,362,0,0.0,2.1,9,9,0,16.4,category_4,category_4,0.93,1,3,0.27,1,43,F,budget,
15503,1,1,2024-06-22,discount_20,category_4,0.2,2.1,web,0,0.0,362,0,0.0,2.1,12,6,0,8.1,category_4,category_4,0.7,1,3,0.47,1,39,F,budget,
17251,1,2,2024-01-09,free_delivery,category_0,2.12,7.26,app,0,0.0,362,0,0.0,7.26,1,55,0,10.4,category_0,category_0,0.63,1,3,0.25,1,35,M,budget,
17251,1,1,2024-01-03,discount_20,category_0,1.32,7.26,email,0,0.0,362,0,0.0,7.26,34,39,0,17.2,category_0,category_0,0.83,0,3,0.06,1,61,M,budget,
17251,1,1,2024-03-25,discount_20,category_0,1.37,7.26,web,0,0.0,362,0,0.0,7.26,13,10,0,19.5,category_0,category_0,0.71,1,3,0.7,1,53,M,budget,
16923,1,1,2024-01-26,discount_20,category_8,2.99,10.79,email,0,0.0,11,282,2849.07,10.79,302,49,3,17.7,category_8,category_2,0.89,0,3,0.39,0,43,F,budget,
16923,1,0,2024-03-12,discount_10,category_8,2.22,10.79,web,0,0.0,11,282,2849.07,10.79,319,15,8,19.3,category_8,category_8,0.79,0,3,0.74,1,24,M,budget,
16923,1,2,2024-02-17,free_delivery,category_8,1.36,10.79,web,1,8.83,11,282,2849.07,10.79,282,32,6,16.6,category_8,category_8,0.77,1,3,0.24,1,61,M,budget,
16923,1,1,2024-06-04,discount_20,category_8,1.34,10.79,web,0,0.0,11,282,2849.07,10.79,301,37,9,21.7,category_8,category_8,0.59,1,3,0.47,1,68,M,budget,
14159,1,1,2024-04-26,discount_20,category_4,0.68,3.9,web,1,2.73,19,624,2508.8,3.9,628,16,5,21.5,category_4,category_4,0.94,1,3,0.35,1,51,F,budget,
14159,0,1,2024-06-02,discount_20,category_4,1.04,3.9,email,0,0.0,19,624,2508.8,3.9,663,53,6,20.9,category_4,category_4,0.76,0,3,0.44,1,43,F,budget,
14577,1,0,2024-06-01,discount_10,category_4,1.74,6.99,web,0,0.0,12,33,213.07,6.99,64,44,1,16.5,category_4,category_4,0.64,1,3,0.97,1,63,M,budget,
14577,1,0,2024-01-12,discount_10,category_4,2.03,6.99,app,1,6.43,12,33,213.07,6.99,33,54,0,24.9,category_4,category_4,0.48,0,3,0.4,1,26,F,budget,
14577,1,0,2024-05-12,discount_10,category_4,0.48,6.99,web,0,0.0,12,33,213.07,6.99,72,24,9,5.8,category_4,category_4,0.71,0,3,0.51,1,57,M,budget,
14577,1,1,2024-02-17,discount_20,category_4,0.82,6.99,app,0,0.0,12,33,213.07,6.99,34,41,8,8.9,category_4,category_4,0.77,1,3,0.96,0,52,M,budget,
14577,1,0,2024-02-06,discount_10,category_4,0.49,6.99,web,0,0.0,12,33,213.07,6.99,63,30,1,21.2,category_4,category_4,0.6,1,3,0.05,1,62,F,budget,
17126,1,0,2024-02-13,discount_10,category_8,0.92,3.86,app,0,0.0,151,0,0.0,3.86,25,41,0,21.5,category_8,category_7,0.44,1,3,0.32,1,54,F,budget,
17126,1,0,2024-01-15,discount_10,category_8,0.33,3.86,web,0,0.0,151,0,0.0,3.86,8,0,0,21.4,category_8,category_0,0.84,0,3,0.2,1,30,F,budget,
17126,1,1,2024-02-12,discount_20,category_8,0.29,3.86,web,0,0.0,151,0,0.0,3.86,29,38,0,22.5,category_8,category_8,0.76,1,3,0.45,1,61,M,budget,
12753,1,0,2024-06-24,discount_10,category_7,20.71,108.78,app,1,136.13,22,31,4808.48,108.78,38,19,2,13.5,category_7,category_2,0.78,1,3,0.12,1,66,F,budget,
12753,1,1,2024-03-27,discount_20,category_7,16.63,108.78,web,1,113.86,22,31,4808.48,108.78,35,8,3,23.6,category_7,category_7,0.53,1,3,0.46,1,60,M,budget,
17236,1,0,2024-03-10,discount_10,category_8,2.0,8.73,web,0,0.0,12,32,218.4,8.73,70,42,0,9.2,category_8,category_8,0.47,1,3,0.29,1,27,F,budget,
17236,1,2,2024-02-15,free_delivery,category_8,1.5,8.73,web,1,9.92,12,32,218.4,8.73,35,51,0,23.7,category_8,category_8,0.65,1,3,0.97,0,64,F,budget,
17236,1,2,2024-04-17,free_delivery,category_8,1.36,8.73,app,0,0.0,12,32,218.4,8.73,71,1,3,16.1,category_8,category_8,0.53,1,3,0.16,0,63,F,budget,
17236,1,0,2024-05-02,discount_10,category_8,1.36,8.73,web,1,10.72,12,32,218.4,8.73,67,0,0,8.3,category_8,category_0,0.83,1,3,0.46,1,29,F,budget,
17236,1,2,2024-06-19,free_delivery,category_8,2.34,8.73,web,0,0.0,12,32,218.4,8.73,52,54,3,19.7,category_8,category_8,0.69,1,3,0.69,0,66,M,budget,
17372,1,2,2024-01-21,free_delivery,category_8,0.79,5.31,app,0,0.0,40,52,281.55,5.31,84,43,1,10.9,category_8,category_8,0.47,1,3,0.6,1,19,M,budget,
17372,1,0,2024-05-30,discount_10,category_8,0.71,5.31,web,0,0.0,40,52,281.55,5.31,77,38,6,9.4,category_8,category_5,0.51,1,3,0.33,1,55,M,budget,
16367,0,1,2024-04-16,discount_20,category_8,0.83,6.19,app,0,0.0,36,93,633.5799999999999,6.19,132,50,5,8.4,category_8,category_8,0.89,1,3,0.27,1,34,M,budget,
16367,1,1,2024-03-20,discount_20,category_8,0.61,6.19,web,0,0.0,36,93,633.5799999999999,6.19,131,4,1,5.6,category_8,category_8,0.75,1,3,0.41,1,56,M,budget,
16367,1,2,2024-02-16,free_delivery,category_8,1.64,6.19,app,0,0.0,36,93,633.5799999999999,6.19,103,57,1,20.3,category_8,category_8,0.62,1,3,0.07,0,23,F,budget,
16367,1,2,2024-04-26,free_delivery,category_8,0.54,6.19,app,1,7.7,36,93,633.5799999999999,6.19,113,11,0,14.7,category_8,category_8,0.8,0,3,0.34,0,65,F,budget,
12875,1,1,2024-05-03,discount_20,category_5,47.56,171.62,email,0,0.0,142,0,0.0,171.62,21,13,0,24.6,category_5,category_5,0.84,0,3,0.6,1,52,M,budget,
12875,0,0,2024-05-22,discount_10,category_5,20.74,171.62,web,0,0.0,142,0,0.0,171.62,36,59,0,13.8,category_5,category_5,0.46,0,3,0.99,1,55,F,budget,
17917,1,1,2024-01-25,discount_20,category_4,1.0,3.63,app,0,0.0,44,29,110.82,3.63,35,38,4,21.9,category_4,category_4,0.86,0,3,0.63,1,27,M,budget,
17917,1,1,2024-02-05,discount_20,category_4,0.9,3.63,web,1,3.69,44,29,110.82,3.63,41,31,3,24.4,category_4,category_4,0.92,1,3,0.95,1,32,F,budget,
17917,1,2,2024-02-20,free_delivery,category_4,0.71,3.63,web,0,0.0,44,29,110.82,3.63,48,39,0,5.4,category_4,category_4,0.45,1,3,0.01,1,68,M,budget,
17917,1,0,2024-01-15,discount_10,category_4,0.79,3.63,app,0,0.0,44,29,110.82,3.63,43,45,4,7.1,category_4,category_4,0.58,1,3,0.77,1,52,M,budget,
17917,0,0,2024-03-08,discount_10,category_4,0.48,3.63,app,0,0.0,44,29,110.82,3.63,66,43,4,12.0,category_4,category_4,0.49,0,3,0.46,1,42,M,budget,
16010,1,1,2024-01-21,discount_20,category_4,0.92,4.74,email,0,0.0,245,0,0.0,4.74,33,8,0,22.4,category_4,category_4,0.64,0,3,0.62,1,64,F,budget,
16010,1,0,2024-05-20,discount_10,category_4,0.58,4.74,app,0,0.0,245,0,0.0,4.74,35,41,0,21.8,category_4,category_4,0.52,1,3,0.36,1,44,M,budget,
16010,1,0,2024-01-19,discount_10,category_4,0.71,4.74,web,0,0.0,245,0,0.0,4.74,24,41,0,12.3,category_4,category_4,0.6,1,3,0.29,1,35,M,budget,
16010,1,2,2024-02-03,free_delivery,category_4,1.14,4.74,web,0,0.0,245,0,0.0,4.74,28,32,0,9.0,category_4,category_4,0.53,1,3,0.35,1,61,M,budget,
16010,1,0,2024-03-18,discount_10,category_4,0.53,4.74,email,0,0.0,245,0,0.0,4.74,27,24,0,21.0,category_4,category_0,0.4,0,3,0.6,1,22,F,budget,
17085,1,1,2024-05-04,discount_20,category_0,2.18,8.38,email,0,0.0,122,0,0.0,8.38,13,53,0,16.9,category_0,category_0,0.41,0,3,0.62,0,57,F,budget,
17085,1,0,2024-04-26,discount_10,category_0,1.21,8.38,web,0,0.0,122,0,0.0,8.38,3,37,0,5.6,category_0,category_0,0.68,0,3,0.55,1,38,M,budget,
15224,1,2,2024-02-21,free_delivery,category_6,4.21,23.01,email,0,0.0,357,0,0.0,23.01,37,13,0,21.1,category_6,category_6,0.68,0,3,0.41,0,66,M,budget,
15224,0,0,2024-01-27,discount_10,category_6,6.57,23.01,web,0,0.0,357,0,0.0,23.01,6,54,0,24.1,category_6,category_6,0.42,1,3,0.78,1,46,F,budget,
15224,1,1,2024-06-05,discount_20,category_6,5.07,23.01,app,0,0.0,357,0,0.0,23.01,12,8,0,5.8,category_6,category_6,0.78,1,3,0.8,1,28,M,budget,
13668,0,0,2024-06-04,discount_10,category_0,2.86,13.54,email,0,0.0,2,138,1428.7199999999998,13.54,154,54,1,10.7,category_0,category_0,0.41,0,3,0.72,0,33,F,budget,
13668,1,0,2024-02-04,discount_10,category_0,3.09,13.54,web,0,0.0,2,138,1428.7199999999998,13.54,166,54,8,21.4,category_0,category_0,0.67,1,3,0.17,1,39,F,budget,
14684,1,0,2024-05-15,discount_10,category_4,0.82,2.94,web,1,3.01,25,232,717.02,2.94,248,26,0,16.7,category_4,category_4,0.62,0,3,0.37,1,61,M,budget,
14684,1,0,2024-05-23,discount_10,category_4,0.33,2.94,app,1,3.56,25,232,717.02,2.94,267,43,2,24.8,category_4,category_4,0.89,1,3,0.91,1,51,F,budget,
17188,1,2,2024-04-15,free_delivery,category_0,5.99,29.46,app,0,0.0,10,28,659.1400000000001,29.46,46,18,2,23.3,category_0,category_2,0.72,0,3,0.47,1,59,M,budget,
17188,0,1,2024-06-12,discount_20,category_0,4.42,29.46,app,0,0.0,10,28,659.1400000000001,29.46,53,57,7,8.6,category_0,category_0,0.85,0,3,0.52,0,24,M,budget,
17188,1,1,2024-06-06,discount_20,category_0,1.56,29.46,email,1,34.9,10,28,659.1400000000001,29.46,36,24,5,18.5,category_0,category_0,0.95,0,3,0.82,1,38,M,budget,
17188,1,1,2024-05-25,discount_20,category_0,2.4,29.46,web,0,0.0,10,28,659.1400000000001,29.46,29,51,2,18.1,category_0,category_0,0.5,1,3,0.94,1,67,F,budget,
15547,1,1,2024-01-02,discount_20,category_0,0.93,7.06,app,0,0.0,6,341,2184.13,7.06,360,31,0,7.2,category_0,category_0,0.43,0,3,0.94,1,41,F,budget,
15547,1,0,2024-06-25,discount_10,category_0,1.35,7.06,app,0,0.0,6,341,2184.13,7.06,363,21,2,6.8,category_0,category_0,0.83,0,3,0.26,1,38,M,budget,
15547,0,0,2024-03-17,discount_10,category_0,1.91,7.06,web,0,0.0,6,341,2184.13,7.06,358,28,3,16.4,category_0,category_0,0.75,0,3,0.07,1,68,M,budget,
15547,0,2,2024-05-11,free_delivery,category_0,1.75,7.06,app,0,0.0,6,341,2184.13,7.06,366,54,0,13.1,category_0,category_5,0.75,1,3,0.52,1,53,M,budget,
15547,1,2,2024-03-30,free_delivery,category_0,1.33,7.06,email,1,7.9,6,341,2184.13,7.06,365,27,2,15.9,category_0,category_6,0.57,0,3,0.7,1,39,M,budget,
15998,0,1,2024-03-29,discount_20,category_1,0.42,6.11,web,0,0.0,36,164,977.91,6.11,180,43,3,9.8,category_1,category_1,0.46,1,3,0.77,0,67,M,budget,
15998,1,1,2024-04-03,discount_20,category_1,0.74,6.11,web,0,0.0,36,164,977.91,6.11,202,56,6,16.1,category_1,category_1,0.8,1,3,0.67,1,20,M,budget,
15998,1,2,2024-01-07,free_delivery,category_1,0.87,6.11,email,0,0.0,36,164,977.91,6.11,173,12,3,12.7,category_1,category_1,0.7,0,3,0.09,1,69,M,budget,
15998,1,2,2024-04-04,free_delivery,category_1,1.25,6.11,email,1,6.49,36,164,977.91,6.11,188,57,0,22.8,category_1,category_5,0.68,0,3,0.33,1,54,M,budget,
15998,0,0,2024-04-17,discount_10,category_1,0.4,6.11,web,0,0.0,36,164,977.91,6.11,191,27,8,11.1,category_1,category_1,0.8,1,3,0.01,1,28,M,budget,
14413,1,1,2024-03-14,discount_20,category_4,0.97,5.33,app,0,0.0,361,0,0.0,5.33,25,2,0,22.4,category_4,category_4,0.94,0,3,0.79,1,57,F,budget,
14413,1,1,2024-02-08,discount_20,category_4,1.47,5.33,web,0,0.0,361,0,0.0,5.33,11,29,0,12.8,category_4,category_4,0.81,1,3,0.09,1,61,F,budget,
14413,1,0,2024-05-20,discount_10,category_4,1.21,5.33,web,0,0.0,361,0,0.0,5.33,18,10,0,16.6,category_4,category_4,0.91,1,3,0.6,1,51,F,budget,
14413,0,0,2024-06-07,discount_10,category_4,1.33,5.33,app,0,0.0,361,0,0.0,5.33,22,1,0,10.7,category_4,category_4,0.62,1,3,0.34,1,43,F,budget,
18004,1,0,2024-03-11,discount_10,category_1,0.93,4.24,web,0,0.0,361,0,0.0,4.24,13,49,0,21.2,category_1,category_1,0.89,1,3,0.46,1,40,F,budget,
18004,1,2,2024-02-25,free_delivery,category_1,0.43,4.24,email,1,4.54,361,0,0.0,4.24,16,49,0,21.9,category_1,category_3,0.8,0,3,0.29,1,57,M,budget,
13959,1,0,2024-06-18,discount_10,category_2,0.5,6.5,app,0,0.0,78,58,260.76,6.5,72,56,8,21.2,category_2,category_2,0.6,1,3,0.74,1,49,F,budget,
13959,1,1,2024-02-11,discount_20,category_2,1.67,6.5,email,0,0.0,78,58,260.76,6.5,78,55,5,17.8,category_2,category_2,0.68,0,3,0.33,1,37,F,budget,
13959,1,1,2024-02-05,discount_20,category_2,1.46,6.5,email,0,0.0,78,58,260.76,6.5,95,56,0,11.1,category_2,category_2,0.51,0,3,0.72,1,26,M,budget,
13959,1,1,2024-03-24,discount_20,category_2,1.26,6.5,app,0,0.0,78,58,260.76,6.5,87,8,8,17.7,category_2,category_2,0.44,0,3,0.38,1,43,F,budget,
16665,1,2,2024-04-27,free_delivery,category_8,1.46,15.04,app,0,0.0,361,0,0.0,15.04,18,32,0,24.2,category_8,category_8,0.66,1,3,0.41,1,64,F,budget,
16665,0,1,2024-01-07,discount_20,category_8,3.02,15.04,email,0,0.0,361,0,0.0,15.04,31,57,0,18.0,category_8,category_8,0.95,0,3,0.55,0,32,F,budget,
16665,1,1,2024-02-23,discount_20,category_8,0.87,15.04,email,0,0.0,361,0,0.0,15.04,28,25,0,24.1,category_8,category_1,0.88,0,3,0.44,1,60,M,budget,
16665,1,0,2024-05-08,discount_10,category_8,1.2,15.04,email,0,0.0,361,0,0.0,15.04,21,15,0,11.1,category_8,category_8,0.41,0,3,0.59,0,40,F,budget,
15454,1,1,2024-06-20,discount_20,category_0,0.92,7.16,web,1,6.57,361,0,0.0,7.16,19,24,0,21.9,category_0,category_0,0.93,1,3,0.92,1,48,M,budget,
15454,1,2,2024-04-29,free_delivery,category_0,1.15,7.16,web,0,0.0,361,0,0.0,7.16,37,0,0,19.4,category_0,category_0,0.66,1,3,0.36,1,45,F,budget,
15454,1,0,2024-06-21,discount_10,category_0,0.57,7.16,email,0,0.0,361,0,0.0,7.16,37,20,0,21.4,category_0,category_3,0.5,0,3,0.71,0,69,F,budget,
15044,1,1,2024-04-15,discount_20,category_0,1.36,17.0,web,0,0.0,18,173,2497.9500000000003,17.0,208,19,3,19.2,category_0,category_0,0.9,0,3,0.87,1,26,F,budget,
15044,1,2,2024-02-16,free_delivery,category_0,3.93,17.0,app,1,20.48,18,173,2497.9500000000003,17.0,173,55,6,14.6,category_0,category_0,0.91,0,3,0.08,1,69,M,budget,
15044,1,1,2024-05-02,discount_20,category_0,3.27,17.0,web,1,18.2,18,173,2497.9500000000003,17.0,191,4,4,18.7,category_0,category_0,0.87,1,3,0.56,1,22,F,budget,
15044,0,1,2024-05-20,discount_20,category_0,3.12,17.0,email,0,0.0,18,173,2497.9500000000003,17.0,198,59,6,23.6,category_0,category_7,0.74,0,3,0.12,1,33,F,budget,
17937,0,2,2024-04-28,free_delivery,category_7,16.32,100.03,web,0,0.0,8,10,686.7,100.03,16,56,0,13.4,category_7,category_7,0.53,1,3,0.79,1,50,F,budget,
17937,1,0,2024-05-29,discount_10,category_7,29.42,100.03,app,0,0.0,8,10,686.7,100.03,43,16,2,24.0,category_7,category_7,0.53,1,3,0.37,1,47,F,budget,
17937,1,2,2024-04-27,free_delivery,category_7,6.25,100.03,app,0,0.0,8,10,686.7,100.03,45,39,1,6.0,category_7,category_7,0.93,1,3,0.51,1,33,F,budget,
14608,0,2,2024-01-21,free_delivery,category_8,8.49,89.26,email,0,0.0,3,19,1581.15,89.26,24,37,0,5.3,category_8,category_8,0.55,0,3,0.53,1,27,M,budget,
14608,1,0,2024-05-16,discount_10,category_8,18.91,89.26,web,0,0.0,3,19,1581.15,89.26,55,0,4,14.9,category_8,category_8,0.63,0,3,0.58,1,39,M,budget,
14608,0,1,2024-01-26,discount_20,category_8,7.51,89.26,app,0,0.0,3,19,1581.15,89.26,40,12,2,22.0,category_8,category_8,0.81,1,3,0.98,1,45,M,budget,
14608,1,1,2024-01-09,discount_20,category_8,17.61,89.26,web,1,74.45,3,19,1581.15,89.26,27,17,7,10.0,category_8,category_8,0.85,1,3,0.51,1,41,M,budget,
14608,0,1,2024-01-15,discount_20,category_8,17.13,89.26,web,0,0.0,3,19,1581.15,89.26,47,3,4,18.9,category_8,category_5,0.63,1,3,0.75,1,51,M,budget,
17618,0,0,2024-01-10,discount_10,category_6,3.65,12.46,email,0,0.0,5,12,304.8,12.46,28,46,4,15.9,category_6,category_6,0.62,0,3,0.98,1,31,M,budget,
17618,1,0,2024-05-01,discount_10,category_6,3.37,12.46,email,1,10.52,5,12,304.8,12.46,24,13,6,10.8,category_6,category_6,0.6,0,3,0.76,1,64,M,budget,
14505,1,1,2024-04-30,discount_20,category_0,2.12,7.39,web,1,8.99,16,275,1650.0,7.39,291,47,7,10.7,category_0,category_0,0.61,1,3,0.83,0,64,M,budget,
14505,1,2,2024-05-04,free_delivery,category_0,0.58,7.39,web,1,7.95,16,275,1650.0,7.39,284,4,0,6.5,category_0,category_0,0.82,1,3,0.04,1,24,F,budget,
14505,1,1,2024-06-18,discount_20,category_0,1.97,7.39,web,1,6.94,16,275,1650.0,7.39,299,32,4,15.7,category_0,category_0,0.43,1,3,0.19,1,37,M,budget,
18037,1,1,2024-03-12,discount_20,category_4,0.3,3.69,web,0,0.0,153,0,0.0,3.69,17,25,0,14.0,category_4,category_5,0.84,0,3,0.68,1,29,M,budget,
18037,1,1,2024-05-31,discount_20,category_4,0.77,3.69,web,0,0.0,153,0,0.0,3.69,14,54,0,10.8,category_4,category_4,0.52,1,3,0.9,0,21,M,budget,
13198,1,0,2024-02-18,discount_10,category_1,3.46,15.05,web,1,12.22,9,24,392.06,15.05,50,3,6,24.4,category_1,category_1,0.49,1,3,0.06,1,19,F,budget,
13198,1,0,2024-06-02,discount_10,category_1,1.36,15.05,web,0,0.0,9,24,392.06,15.05,42,29,3,21.4,category_1,category_1,0.47,1,3,0.81,0,30,F,budget,
12540,0,2,2024-03-31,free_delivery,category_0,5.84,28.03,web,0,0.0,19,198,5122.709999999999,28.03,212,16,1,15.5,category_0,category_0,0.53,1,3,0.19,1,29,M,budget,
12540,1,1,2024-02-06,discount_20,category_0,1.77,28.03,app,1,29.88,19,198,5122.709999999999,28.03,204,27,4,15.4,category_0,category_0,0.86,1,3,0.45,1,55,M,budget,
12540,1,1,2024-03-08,discount_20,category_0,3.46,28.03,email,1,22.72,19,198,5122.709999999999,28.03,237,5,3,8.9,category_0,category_5,0.7,0,3,0.84,1,25,F,budget,
12540,0,1,2024-02-19,discount_20,category_0,7.86,28.03,web,0,0.0,19,198,5122.709999999999,28.03,213,56,0,18.0,category_0,category_0,0.55,1,3,0.17,1,66,F,budget,
13225,1,1,2024-05-31,discount_20,category_5,18.77,202.0,email,0,0.0,2,11,2164.28,202.0,34,56,6,24.1,category_5,category_0,0.5,0,3,0.66,1,57,M,budget,
13225,1,0,2024-01-19,discount_10,category_5,13.4,202.0,web,0,0.0,2,11,2164.28,202.0,33,26,2,23.0,category_5,category_5,0.82,0,3,0.83,1,19,F,budget,
13225,1,0,2024-04-09,discount_10,category_5,32.5,202.0,web,1,198.38,2,11,2164.28,202.0,21,35,5,6.7,category_5,category_5,0.68,0,3,0.63,0,38,F,budget,
13225,1,0,2024-02-29,discount_10,category_5,53.05,202.0,app,1,223.51,2,11,2164.28,202.0,34,6,4,6.1,category_5,category_5,0.47,1,3,0.03,1,30,M,budget,
13225,0,2,2024-06-15,free_delivery,category_5,13.97,202.0,email,0,0.0,2,11,2164.28,202.0,15,57,3,24.2,category_5,category_5,0.61,0,3,0.66,1,23,M,budget,
15361,1,2,2024-03-29,free_delivery,category_1,8.31,59.85,web,0,0.0,361,0,0.0,59.85,38,0,0,9.0,category_1,category_1,0.64,1,3,0.18,1,23,M,budget,
15361,0,1,2024-05-25,discount_20,category_1,16.45,59.85,email,0,0.0,361,0,0.0,59.85,29,9,0,16.0,category_1,category_6,0.59,0,3,0.18,1,39,M,budget,
15361,0,0,2024-05-26,discount_10,category_1,4.76,59.85,app,0,0.0,361,0,0.0,59.85,15,12,0,6.5,category_1,category_1,0.55,1,3,0.39,1,32,M,budget,
15361,1,2,2024-06-12,free_delivery,category_1,7.64,59.85,app,0,0.0,361,0,0.0,59.85,19,40,0,21.9,category_1,category_1,0.58,1,3,0.77,0,55,F,budget,
15689,1,1,2024-03-09,discount_20,category_2,6.91,28.23,app,0,0.0,119,0,0.0,28.23,28,31,0,7.4,category_2,category_7,0.81,0,3,0.1,0,51,F,budget,
15689,0,1,2024-06-23,discount_20,category_2,5.25,28.23,web,0,0.0,119,0,0.0,28.23,16,13,0,17.9,category_2,category_2,0.92,1,3,0.49,1,38,F,budget,
14290,1,2,2024-02-18,free_delivery,category_2,5.91,22.92,web,0,0.0,10,78,1537.09,22.92,96,32,0,6.1,category_2,category_2,0.41,1,3,0.89,1,42,F,budget,
14290,1,1,2024-04-17,discount_20,category_2,1.79,22.92,web,0,0.0,10,78,1537.09,22.92,103,29,1,8.1,category_2,category_2,0.74,1,3,0.48,1,54,M,budget,
13209,0,2,2024-06-09,free_delivery,category_5,5.14,18.35,app,0,0.0,29,83,1735.53,18.35,97,8,9,15.2,category_5,category_5,0.44,1,3,0.31,1,57,F,budget,
13209,0,1,2024-04-28,discount_20,category_5,5.21,18.35,email,0,0.0,29,83,1735.53,18.35,107,5,4,5.9,category_5,category_5,0.51,0,3,0.28,1,25,F,budget,
